ID,Title,Sku,"Post Type","Product Type","Parent Product ID","Regular Price","Sale Price","Product categories",Brand,rank_math_seo_score,Permalink,Date,"External Product URL","Button Text","Product Account Type","Product Active Installations","Product Activity log","Product Addon Modules","Product Addons","Product Affiliate Payouts","Product Affiliate Program","Product Affiliate / Referer","Product Affiliate/ Referer system","Product Alexa Ranking","Product Analytics","Product Anti DDos","Product Anti-malware","Product Anti-Phishing","Product Apex","Product Pre Approval of post from members","Product Apps Installation","Product Appsfomo Ratings","Product Author","Product Backup management","Product Bandwidth monitoring","Product Blacklist monitoring","Product Cache Control","Product CDN","Product Cloud Backups","Product Company Name","Product Compatible with","Product Competitor","Product Computing","Product Content Generation","Product Content Modification","Product Control panel","Product Corn Jobs","Product Corporate Registered Country","Product Country","Product Created in","Product Cross-platform hosting","Product Daily Backups","Product Database Management","Product Deal Submission","Product Dedicated hosting","Product Demo Templates","Product Design and Themes","Product Disk Space","Product DNS","Product DNS Management","Product Documentation","Product Documentation and Changelog","Product Dynamic Content delivery","Product E-commerce Hosting","Product E-commerce Relevant","Product eCommerce Support","Product Ease of use","Product Email accounts","Product Email Management","Product Email Storage","Product Encrypted storage","Product End-user Portal Features","Product File Access","Product File manager","Product Firewall","Product Firewall Management","Product Founder","Product Founder/CEO","Product Framework","Product Free Backups","Product Free Domain","Product Free Giveaway","Product Free Giveaways","Product Free Trail","Product Free Version","Product Freebies","Product FTP Management","Product FTP, SFTP and SSH","Product Grammar checker","Product Group Rules","Product Hosting Companies","Product Hotlink Protection","Product HTTP/2","Product Ideal for","Product Image optimization","Product Initial Release","Product Instant Setup","Product Integrations","Product IP denials","Product IPv6","Product Key Features","Product Large file delivery","Product Last Updated","Product Launch","Product Licensing","Product Licensing Type","Product Lifetime Deal Offered","Product Live Seminar Hosting","Product Live Video","Product Log Files","Product LTD Platform","Product Main Admin","Product Malicious Protection","Product Managing user accounts","Product Marketing Tools","Product Marketplace","Product Migration","Product Mobile app","Product Mobile Responsive","Product Money-Back Guarantee","Product Monthly Page views","Product Monthly Revenue (Approx.)","Product Multi lang support","Product Multitask support","Product Network Attack Protection","Product Niche","Product Number of admins","Product Offers range","Product One click demo","Product Origin Pull","Product Origin Shield","Product Other products","Product Other Sub Groups","Product Page Builder","Product Page load time","Product Parked Domain","Product Password protected","Product Payment Gateways","Product Payment Options","Product Performance Impact","Product Performance optimization","Product Performance Tracking","Product PHP compatibility","Product PHP version","Product Plagiarism checker","Product Platform","Product Plugin Extensions","Product Plugins and Integrations","Product Plugins included","Product Price","Product Price Tier","Product Pricing options","Product Pricing plan","Product Privacy","Product Private CDN","Product Purge","Product Push/Upload","Product Ransomware protection","Product Ratings","Product Refund Criteria","Product Refund Policies","Product Region","Product Registered Company","Product Release date","Product Review Date","Product Reviews","Product Sales Features","Product Security","Product SEO","Product server location","Product Server monitoring","Product Services included","Product Shared Hosting","Product Site Usage","Product Small file delivery","Product Social Media Presence","Product Social Media Presence","Product Spam protection","Product Spinning","Product SSH access","Product SSL and HTTP/2","Product SSL management","Product SSL monitoring","Product Staging Site","Product Storage Limit","Product Sub domain","Product Subscription Type","Product Support","Product Support Duration","Product Support System","Product Support type","Product Supported Device","Product Supported Page Builders","Product Sync Options","Product System impact","Product Team Size","Product Technical Support","Product Tested upto","Product Token Authentication","Product Total Members","Product Type","Product UI & UX Score","Product Unique Theme Features","Product Updates","Product Upgrade Option","Product Uptime","Product Usage Restrictions","Product User limit","Product Version","Product Video on demand","Product Virtualization","Product VPN hosting","Product VPS","Product Vulnerability Protection","Product Web Application Firewall","Product Website Builder","Product Website Launch Date","Product Website Migration","Product Website monitoring","Product Website Protection from","Product Website Worth (Aprox.)","Product Wordpress Compatibility","Product Wordpress integration","Product Wordpress Version"
2982,"SEMrush: Get Ahead of the Competition with this WordPress SEO Plugin",,product,external,0,120,,"Wordpress Plugins>SEO Plugin",SEMrush,,https://wpappsfomo.test/?post_type=product&p=2982,"2020-07-06 20:43:59",https://www.semrush.com/,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2986,"Slider Revolution: WordPress Slider Plugin with 250+ Pre-made Templates",,product,external,0,109,,"Wordpress Plugins>Carousel &amp; Gallery",Themepunch,,https://wpappsfomo.test/reviews/slider-revolution/,"2023-04-28 12:48:34",https://1.envato.market/Eaye1X,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,"iThemes Security Pro: Best Security Plugin for Wordpress",,product,external,0,99,,"Wordpress Plugins>Security Plugin",StellarWP,,https://wpappsfomo.test/reviews/ithemes-security-pro/,"2020-07-01 03:36:19",https://stellarwp.pxf.io/rnvxEd,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,"Protect Your Site with Wordfence WordPress Security Plugin",,product,external,0,119,,"Wordpress Plugins>Security Plugin","Defiant Inc",,https://wpappsfomo.test/reviews/wordfence/,"2020-07-02 09:28:44",https://wordpress.org/plugins/wordfence/,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067,"Akismet: Secure Your Site from spam comments.",,product,external,0,8.33,,"Wordpress Plugins>Security Plugin",Automattic,,https://wpappsfomo.test/reviews/akismet/,"2020-07-20 17:44:16",https://akismet.com/,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069,"WPML: Breaking the Language Barrier in WordPress with Multilingual Website",,product,external,0,99,,"Wordpress Plugins>Social Network &amp; Translation",onTheGoSystems,,https://wpappsfomo.test/reviews/wpml/,"2020-07-22 00:45:39",https://wpml.org/?aid=160510&affiliate_key=yFigoxbO1nvn,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3085,"Anti-Spam Pro: Plugin to Eliminate Spam in Wordpress Comments",,product,external,0,26,,"Wordpress Plugins>Security Plugin",webvitalii,,https://wpappsfomo.test/reviews/anti-spam-pro/,"2020-07-31 02:27:14",https://1.envato.market/5beQoD,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3087,"W3 Total Cache: The Key to Boosting Your Website's Performance",,product,external,0,8.25,,"Wordpress Plugins>Caching Plugin",BoldGrid,,https://wpappsfomo.test/reviews/w3-total-cache/,"2020-07-25 01:51:48",https://www.w3-edge.com/products/w3-total-cache,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3089,"WP Fastest Cache: Best Caching and Performance Plugin for Wordpress",,product,external,0,49,,"Wordpress Plugins>Caching Plugin","WP Fastest Cache",,https://wpappsfomo.test/reviews/wp-fastest-cache/,"2020-07-22 02:40:46",https://www.wpfastestcache.com/,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3103,"Protecting Your Site with WP Cerber: A Detailed Review",,product,external,0,39,,"Wordpress Plugins>Security Plugin","Cerber Tech Inc",,https://wpappsfomo.test/reviews/wp-cerber/,"2020-07-10 03:44:08",https://wpcerber.com/,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3111,"WOOF: Woocommerce Product Filtering Made Easy",,product,external,0,42,19,"Wordpress Plugins>E-commerce",PluginUs.Net,,https://wpappsfomo.test/reviews/woof/,"2020-07-16 12:34:09",https://1.envato.market/kjn3Yv,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3119,"Hide My WP Plugin: Secure Your WordPress Site from hackers",,product,external,0,29,,"Wordpress Plugins>Security Plugin",wpWave,,https://wpappsfomo.test/?post_type=product&p=3119,"2020-07-27 17:14:49",https://1.envato.market/e4oMYZ,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3163,"Scrapes: Automate Content Creation and Scraping Plugin for Wordpress",,product,external,0,19,,"Wordpress Plugins>Miscellaneous",Octolooks,,https://wpappsfomo.test/reviews/scrapes/,"2020-07-03 23:00:14",https://octolooks.com/wordpress-auto-post-and-crawler-plugin-scrapes/,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,"Ajax Search Pro: The Best Live Ajax Search Plugin for WordPress",,product,external,0,39,,"Wordpress Plugins>Miscellaneous",WPDreams,,https://wpappsfomo.test/reviews/ajax-search-pro/,"2020-07-31 06:03:12",https://1.envato.market/LPvq73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3177,"WP Data tables: The Best Tool for Displaying Your Data Tables in Wordpress",,product,external,0,210,,"Wordpress Plugins>Page Builder","tms plugins",,https://wpappsfomo.test/reviews/wp-data-tables/,"2020-07-25 23:20:27",https://1.envato.market/RyOdJa,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183,"Content Egg: WordPress Plugin to Maximize Your Affiliate Strategy",,product,external,0,55,,"Wordpress Plugins>Affiliate","Keyword Rush",,https://wpappsfomo.test/reviews/content-egg/,"2020-08-02 03:38:29",https://1.envato.market/4ern6M,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3195,"WordPress Real Media Library: Organize Your Media Library into Folders",,product,external,0,39,,"Wordpress Plugins>Miscellaneous",devowl.io,,https://wpappsfomo.test/reviews/wordpress-real-media-library/,"2020-08-01 05:50:57",https://1.envato.market/DVEg7G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3197,"Yellow Pencil: Effortlessly Create Stunning WordPress Websites with Visually",,product,external,0,26,,"Wordpress Plugins>Page Builder","Wasp Themes",,https://wpappsfomo.test/reviews/yellow-pencil/,"2020-07-18 16:14:34",https://1.envato.market/9W1P0Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3207,"Mailster: Maximize Your Email Marketing with this Email Marketing Plugin",,product,external,0,89,,"Wordpress Plugins>Social Network &amp; Translation",EverPress,,https://wpappsfomo.test/reviews/mailster/,"2020-07-06 13:13:35",https://1.envato.market/jWE3Yb,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
