ID,Title,External Product URL
6488,Plesk,https://www.plesk.com/
6537,Plutio,https://www.plutio.com/
6622,CiuisCRM,https://1.envato.market/QOYMg6
6645,Mailchimp,https://shop.appsfomo.com/p/cWPi/r
6938,SendGrid,https://sendgrid.com/
8302,Hestia,https://themeisle.com/themes/hestia/
8314,OceanWP,https://oceanwp.org/
8336,ShopIsle,https://themeisle.com/themes/shop-isle-pro/#pricing
8340,BetterDocs,https://betterdocs.co/
8345,Generatepress,https://generatepress.com/
8405,Kadence,https://stellarwp.pxf.io/Yg5GvJ
8509,Imagely,https://www.imagely.com/pricing/
9234,Brizy,https://www.brizy.io/brizy-pro-pricing/
9530,SEOPress,https://www.seopress.org/pricing/ref/452/
9862,Elementor Pro,https://elementor.com/pro/
9880,LearnDash,https://stellarwp.pxf.io/e4oGn6
9895,Caldera Forms,https://calderaforms.com/pricing/
9904,StackSocial,https://stacksocial.com/
9911,AppSumo,https://appsumo.com/
9936,Shortpixel,https://shortpixel.com/otp/af/FCYPXYV288365
10007,WP Fluent Forms,https://wpmanageninja.com/downloads/fluentform-pro-add-on/
10059,Ora,https://ora.pm/
10060,Glorify,https://www.glorify.com?ref=appsfomo
10061,Trello,https://trello.com/home
10062,VistaCreate,https://crello.com/
10082,WP Security Ninja,https://wpsecurityninja.com/#pricing
10114,All-in-One WP Migration,https://import.wp-migration.com/
10260,TexAu,https://texau.com/
10281,Amelia,https://wpamelia.com/pricing/
10284,Advanced Custom Fields,https://www.advancedcustomfields.com/pro/
10402,RelayThat,https://www.dealify.com/relaythat/?deal=stellar
10797,Shopify,https://www.relaythat.com/pricing
11133,Magento,https://magento.com/products/pricing
11198,WordPress,https://wordpress.org/
11413,User Back,https://www.userback.io/?rc=7zpwojMDlIvv72Q
11527,7 Zip,https://www.7-zip.org/
11620,Drupal,https://www.drupal.org/
11694,WP Reset,https://shortpixel.com/pricing
11772,WebARX,https://www.webarxsecurity.com/pricing/
13015,Grammarly,https://www.grammarly.com/premium
13338,TortoiseGit,https://download.tortoisegit.org/tgit/
13461,ArticleForge,https://www.articleforge.com/?ref=021ce2
13549,Virusdie,https://virusdie.com/user/referal/?id=196793
13698,Loginpress,https://loginpress.pro/pricing/
14060,Sucuri,https://sucuri.net/website-security-platform/signup/
14737,All In One WordPress Security and Firewall Plugin,https://www.tipsandtricks-hq.com/wordpress-security-and-firewall-plugin
15653,LiveWebinar,https://app.livewebinar.com/pricing
15862,Essential Addons for Elementor,https://essential-addons.com/elementor/#pricing
16794,Cartflows,https://cartflows.com/
16916,WP Engine,https://wpengine.com/
17751,Kinsta,https://kinsta.com/
17798,Backup Guard,https://backup-guard.com/
18134,Mailpoet,https://www.mailpoet.com/
18166,Hostinger,https://www.hostinger.in/
18413,Weje,https://appsfomo.com/weje/
18590,Autoptimize,https://wordpress.org/plugins/autoptimize/
19614,WPvivid Backup,https://wpvivid.com/ref/456/
20584,Quillbot,https://try.quillbot.com/spfb9nl5f3te
21191,Crove.app,https://shop.appsfomo.com/p/3EQ3/r
21211,Chugzi,https://shop.appsfomo.com/p/hZLz/r
21454,WPSmartPay,https://wpsmartpay.com/
21491,Usetiful,https://www.usetiful.com/
21673,RemasterMedia,https://www.remastermedia.com/
21689,Biteplay,https://biteplay.com/
21763,GummySearch,https://gummysearch.com/
22024,ContentBot,https://contentbot.ai?fpr=appsfomo
22130,TrueRanker,https://trueranker.com/
22168,Trust,https://usetrust.io/
22217,NeuronWriter,https://shop.appsfomo.com/p/71yK/r
22248,Vepaar,https://vepaar.com/
22264,Scalenut,https://www.scalenut.com/
22281,Prelo,https://www.prelo.io/
22320,Xpro Addons for Elementor,https://elementor.wpxpro.com/
22336,SheerSEO,https://www.sheerseo.com/
22376,Wordplay ,https://login--wordplay.thrivecart.com/lifetime-plan-7500/
22406,WooLentor,https://woolentor.com/
22432,Microsoft Power Automate,https://shop.appsfomo.com/p/kznH/r
22458,useArtemis,https://shop.appsfomo.com/p/EyIf/r
22491,Bit Integrations,https://www.bitapps.pro/bit-integrations
22518,BackupSheep,https://backupsheep.com/?via=appsfomo
22564,Dukaan,http://shop.appsfomo.com/p/7Kke/r
22606,Heartbeat,https://www.heartbeat.chat/
22654,WP Force SSL,https://wpforcessl.com/
22670,Grab Your Reviews,https://shop.appsfomo.com/p/lKLc/r
23000,LeadRocks,https://shop.appsfomo.com/p/nCwY/r
23042,pxl.to,https://shop.appsfomo.com/p/u5aq/r
23323,Rank Math,https://rankmath.com/?ref=rohit-6407
23517,Meta API,https://www.meta-api.io/
23718,LeadRocks -- to be updated,https://shop.appsfomo.com/p/nCwY/r
23719,Boost.space,https://boost.space/
