ID,Title,Sku,"Post Type","Product Type","Parent Product ID","Regular Price","Sale Price","Product categories",Brand,rank_math_seo_score
22406,WooLentor,,product,external,0,39,,"Wordpress Themes",WooLentor,87
22432,"Microsoft Power Automate",,product,external,0,15,,"SaaS>Automation and Data","Microsoft Power Automate",93
22458,useArtemis,,product,external,0,29,,"SaaS>Business Tools",useArtemis,93
22491,"Bit Integrations",,product,external,0,19,,"Wordpress Plugins>Security Plugin","Bit Integrations",93
22518,BackupSheep,,product,external,0,10,,"SaaS>Hosting &amp; Cloud Services",BackupSheep,93
22564,Dukaan,,product,external,0,4.62,,"SaaS>Business Tools",Dukaan,87
22606,Heartbeat,,product,external,0,29,,SaaS>Communication,Heartbeat,93
22654,"WP Force SSL",,product,external,0,59,,"Wordpress Plugins>Security Plugin","WP Force SSL",93
22670,"Grab Your Reviews",,product,external,0,29,,"SaaS>Marketing and Sales","Grab Your Reviews",93
23000,LeadRocks,,product,external,0,29,,"SaaS>Business Tools",LeadRocks,87
23042,pxl.to,,product,external,0,30,,"SaaS>Marketing and Sales",pxl.to,81
