ID,Title,Sku,"Post Type","Product Type","Parent Product ID","Regular Price","Sale Price","Product categories",Brand
3057,"Visual Composer Clipboard",,product,external,0,17,,"Wordpress Plugins>Miscellaneous",
3059,"Ultimate Addons for Visual Composer",,product,external,0,13,,"Wordpress Plugins>Miscellaneous",
3061,"Visual Composer Extensions Addon",,product,external,0,28,,"Wordpress Plugins>Miscellaneous",
3063,"4k Icon Fonts for Visual Composer",,product,external,0,18,,"Wordpress Plugins>Miscellaneous",
3065,"Ultimate Tweaker",,product,external,0,16,,"Wordpress Plugins>Security Plugin",
3067,Akismet,,product,external,0,8.33,,"Wordpress Plugins>Security Plugin",
3069,WPML,,product,external,0,29,,"Wordpress Plugins>Social Network &amp; Translation",
3071,"Visual Composer Extensions Addon All in One",,product,external,0,26,,"Wordpress Plugins>Miscellaneous",
3073,"Easy Tables",,product,external,0,13,,"Wordpress Plugins>Forms &amp; Popups",
3075,Javo,,product,external,0,49,,"Wordpress Themes>Page Builder",
3077,"Massive Addons for Visual Composer",,product,external,0,26,,"Wordpress Plugins>Miscellaneous",
3079,"DHVC form",,product,external,0,20,,"Wordpress Plugins>Forms &amp; Popups",
3081,"Woocommerce Products Layouts",,product,external,0,16,,"Wordpress Plugins>Page Builder",
3083,"WP Rocket",,product,external,0,39,,"Wordpress Plugins>Caching Plugin",
3085,"Anti-spam Pro",,product,external,0,26,,"Wordpress Plugins>Security Plugin",
3087,"W3 Total Cache",,product,external,0,99,,"Wordpress Plugins>Caching Plugin",
3089,"WP Fastest Cache",,product,external,0,49.99,,"Wordpress Plugins>Caching Plugin",
3091,"Comet Cache",,product,external,0,39,,"Wordpress Plugins>Caching Plugin",
3095,"Anti-spam Bee",,product,external,0,0,,"Wordpress Plugins>Security Plugin",
3099,CleanTalk,,product,external,0,9.99,,"Wordpress Plugins>Security Plugin",
3101,WPBruiser,,product,external,0,0,,"Wordpress Plugins>Security Plugin",
3103,"WP Cerber",,product,external,0,99,,"Wordpress Plugins>Security Plugin",
3105,"WordPress, BuddyPress Users Chat Plugin",,product,external,0,36,,"Wordpress Plugins>Social Network &amp; Translation",
3107,"WooCommerce Amazon Affiliates",,product,external,0,49,,"Wordpress Plugins>Affiliate",
3109,"Table Rate Shipping",,product,external,0,25,,"Wordpress Plugins>E-commerce",
3111,Woof,,product,external,0,39,19,"Wordpress Plugins>E-commerce",
3113,"WooCommerce Extra Product Options",,product,external,0,39,,"Wordpress Plugins>E-commerce",
3115,"WooCommerce Shipping Tracking",,product,external,0,22,,"Wordpress Plugins>E-commerce",Vanquish
3117,"WooCommerce Dynamic Pricing and Discounts",,product,external,0,59,,"Wordpress Plugins>E-commerce",
3119,"Hide My WP",,product,external,0,24,,"Wordpress Plugins>Security Plugin",
3121,"Testimonials Showcase",,product,external,0,19,,"Wordpress Plugins>Miscellaneous",
3123,Reviewer,,product,external,0,29,,"Wordpress Plugins>Miscellaneous",
3125,"Let's Review",,product,external,0,29,,"Wordpress Plugins>Miscellaneous",
3127,Taqyeem,,product,external,0,22,,"Wordpress Plugins>Page Builder",
3129,"Rating Form",,product,external,0,26,,"Wordpress Plugins>Miscellaneous",
3131,"Sidebar Widget Manager",,product,external,0,34,,"Wordpress Plugins>Page Builder",
3133,"Custom Widget Areas for WordPress",,product,external,0,12,,"Wordpress Plugins>Page Builder",RightHere
3135,"Widget Ninja",,product,external,0,15,,"Wordpress Plugins>Page Builder",
3137,"Popping Sidebars and Widgets",,product,external,0,27,,"Wordpress Plugins>Page Builder",
3139,"5sec Google Maps Pro",,product,external,0,20,,"Wordpress Plugins>Miscellaneous",
3143,"Hero Maps Premium",,product,external,0,20,,"Wordpress Plugins>Miscellaneous",
3147,UberMenu,,product,external,0,19,,"Uncategorized Reviews",
3149,"Hero Menu",,product,external,0,20,,"Wordpress Plugins>Miscellaneous",
3151,"Ajax Translator Revolution",,product,external,0,25,,"Wordpress Plugins>Social Network &amp; Translation",
3155,"The Grid",,product,external,0,25,,"Wordpress Plugins",
3157,"Instagram Feed",,product,external,0,29,,"Wordpress Plugins>Miscellaneous",
3159,"Elite Video Player",,product,external,0,49,,"Wordpress Plugins>Page Builder",
3161,"Wordpress Automatic Plugin",,product,external,0,30,,"Wordpress Plugins>Miscellaneous",
3163,Scrapes,,product,external,0,12,,"Wordpress Plugins>Miscellaneous",
3165,"Responsive flipbook",,product,external,0,36,,"Wordpress Plugins>Miscellaneous",
3167,"Ajax Search Pro",,product,external,0,29,,"Uncategorized Reviews",
3169,"Go Pricing",,product,external,0,27,,"Wordpress Plugins>Miscellaneous",
3171,"Advanced Google Maps",,product,external,0,38,11,"Wordpress Plugins>Page Builder",
3173,"Smart Image Compressor",,product,external,0,24,,"Wordpress Plugins>Wordpress Optimization",
3177,"WP Data Tables",,product,external,0,299,,"Wordpress Plugins>Page Builder",
3179,"WP Cost Estimation",,product,external,0,44,,"Wordpress Plugins>Forms &amp; Popups",
3181,"WP Timeline",,product,external,0,25,,"Wordpress Plugins>Page Builder",
3183,"Content Egg",,product,external,0,68,,"Wordpress Plugins>Affiliate",WPsoul
3185,"White Label",,product,external,0,24,,"Wordpress Plugins>Miscellaneous",
3187,"Essential Grid",,product,external,0,26,,"Wordpress Plugins>Page Builder",
3189,"Master Slider",,product,external,0,22,,"Wordpress Plugins>Carousel &amp; Gallery",
3191,Kraken,,product,external,0,5,,"Wordpress Plugins>Wordpress Optimization",
3193,"Mega Menu",,product,external,0,18,,"Wordpress Plugins>Miscellaneous",
3195,"WordPress Real Media Library",,product,external,0,24,,"Uncategorized Reviews",
3197,"Yellow Pencil",,product,external,0,25,,"Wordpress Plugins>Page Builder",
3203,"Mini Go",,product,external,0,15,,"Wordpress Plugins>Affiliate",
3205,"Image map pro",,product,external,0,39,,"Wordpress Plugins>Carousel &amp; Gallery",
3207,Mailster,,product,external,0,59,,"Wordpress Plugins>Social Network &amp; Translation",
3209,Tube,,product,external,0,18,,"Wordpress Plugins>Extensions",
3211,"Agile store locator",,product,external,0,25,,"Wordpress Plugins>Miscellaneous",
3215,"Album Stripes",,product,external,0,15,,"Wordpress Plugins>Carousel &amp; Gallery",
3217,Mycase,,product,external,0,32,,"Wordpress Plugins>Miscellaneous",
3223,"Google Analytics E-commerce",,product,external,0,10,,"Wordpress Plugins>Miscellaneous",
3225,"Woo Commerce Recover Abandoned Cart",,product,external,0,49,,"Wordpress Plugins>E-commerce",
3227,"Popup Container adobe muse widget",,product,external,0,12,,"Wordpress Plugins>Page Builder|Uncategorized Reviews",
3229,"Ultratabs Magento Extension",,product,external,0,18,,"Wordpress Plugins>Extensions|Uncategorized Reviews",
3233,Powerbanners,,product,external,0,26,,"Wordpress Plugins>Extensions",
3235,Wunderadmin,,product,external,0,37,,"Wordpress Plugins>Extensions",
3239,"Magneto installer/duplicator",,product,external,0,49,,"Wordpress Plugins>Extensions",
3241,"Newsletter popup for magneto",,product,external,0,19,,"Wordpress Plugins>Extensions",
3291,"Theme X",,product,external,0,29,,"Wordpress Themes>Multipurpose",
3293,Newspaper,,product,external,0,59,,"Wordpress Themes>Blog / Magazine",tagDiv
3297,The7,,product,external,0,39,,"Wordpress Themes>Corporate",
3299,Sage,,product,external,0,59,,"Wordpress Themes>Food, Lifestyle &amp; Health",
3301,Jupiter,,product,external,0,59,,"Wordpress Themes>Blog / Magazine",
3305,Dreamvilla,,product,external,0,49,,"Uncategorized Reviews",
3307,Publisher,,product,external,0,35,,"Wordpress Themes>Blog / Magazine",
3309,Rehub,,product,external,0,55,,"Wordpress Themes>Blog / Magazine",
3311,Photography,,product,external,0,59,,"Wordpress Themes>Creative",
3313,Eduma,,product,external,0,69,,"Wordpress Themes>Education &amp; Non profit",
3315,Buzzler,,product,external,0,69,,"Wordpress Themes>Page Builder",
3317,Listify,,product,external,0,69,,"Wordpress Themes>Page Builder",
3319,Kleo,,product,external,0,59,,"Wordpress Themes>Multipurpose",
3321,Consulting,,product,external,0,59,,"Wordpress Themes>Multipurpose",
3323,"WordPress Project Bidding : Sitemile",,product,external,0,99,,"Wordpress Themes>Multipurpose",
3325,Enfold,,product,external,0,59,,"Wordpress Themes>Blog / Magazine",Kriesi
3327,"Be Theme",,product,external,0,59,,"Wordpress Themes>Corporate",
3329,Walleto,,product,external,0,79.99,,"Wordpress Themes>e-commerce",
3331,Makery,,product,external,0,29,,"Wordpress Themes>e-commerce",
3333,Jobify,,product,external,0,69,,"Wordpress Themes>Multipurpose",
3335,Listable,,product,external,0,85,,"Wordpress Themes>e-commerce",
3337,Motors,,product,external,0,79,,"Wordpress Themes>Food, Lifestyle &amp; Health",
3341,"WYZI- Business Finder",,product,external,0,59,,"Wordpress Themes>Corporate",
3343,"Real Places",,product,external,0,49,,"Wordpress Themes>Business Themes",
3345,ApartmentWP,,product,external,0,59,,"Wordpress Themes>Business Themes",
3347,"Full House",,product,external,0,75,,"Wordpress Themes>Business Themes",
3349,Residence,,product,external,0,59,,"Wordpress Themes>Business Themes",
3351,"WP Rentals",,product,external,0,59,,"Wordpress Themes>Creative","Wp Estate"
3353,"Real Homes",,product,external,0,59,,"Wordpress Themes>Business Themes",
3355,ROSA,,product,external,0,75,,"Wordpress Themes>Food, Lifestyle &amp; Health",
3357,Pronto,,product,external,0,64,,"Wordpress Themes>Food, Lifestyle &amp; Health",
3359,"Business Finder",,product,external,0,69,,"Wordpress Themes>e-commerce",
3361,"Sweet Date",,product,external,0,69,,"Wordpress Themes>Food, Lifestyle &amp; Health",
3363,Mingle,,product,external,0,79,,"Wordpress Themes>Food, Lifestyle &amp; Health",
3365,Woffice,,product,external,0,79,,"Wordpress Themes>Corporate",
3367,Buddy,,product,external,0,199,,"Wordpress Themes>Multipurpose",
3369,Socialize,,product,external,0,199,,"Wordpress Themes>Multipurpose",
3371,WPLMS,,product,external,0,75,,"Wordpress Themes>Education &amp; Non profit",
3373,EducationPress,,product,external,0,59,,"Wordpress Themes>Education &amp; Non profit",
3375,Academy,,product,external,0,29,,"Wordpress Themes>Education &amp; Non profit",
3377,University,,product,external,0,49,,"Wordpress Themes>Education &amp; Non profit",
3379,LMS,,product,external,0,59,,"Wordpress Themes>Education &amp; Non profit",
3381,Porto,,product,external,0,59,,"Wordpress Themes>e-commerce",
3383,Blaszok,,product,external,0,47,,"Wordpress Themes>e-commerce",
3387,Atelier,,product,external,0,53,,"Wordpress Themes>e-commerce",
3389,Oxygen,,product,external,0,59,,"Wordpress Themes>e-commerce",
3391,Flatsome,,product,external,0,59,,"Wordpress Themes>e-commerce",
3393,Shopkeeper,,product,external,0,59,,"Wordpress Themes>e-commerce",
3395,"The Retailer",,product,external,0,59,,"Wordpress Themes>e-commerce",
3397,"Job Career",,product,external,0,69,,"Wordpress Themes>Corporate",
3399,Fable,,product,external,0,59,,"Wordpress Themes>Education &amp; Non profit",
3403,Karma,,product,external,0,49,,"Wordpress Themes>Corporate",
3405,uDesign,,product,external,0,56,,"Wordpress Themes>Corporate",
3407,"Home Villas",,product,external,0,59,,"Wordpress Themes>Business Themes",
3409,Sahifa,,product,external,0,59,,"Wordpress Themes>Blog / Magazine|Uncategorized Reviews",
3411,Gonzo,,product,external,0,49,,"Wordpress Themes>Blog / Magazine",
3413,Modesto,,product,external,0,39,,"Wordpress Themes>Creative",
3415,Joker,,product,external,0,59,,"Wordpress Themes>Creative",
3417,Preschool,,product,external,0,59,,"Wordpress Themes>Education &amp; Non profit",Jwsthemes
3419,EduCare,,product,external,0,39,,"Wordpress Themes>Education &amp; Non profit",
3421,Universh,,product,external,0,59,,"Wordpress Themes>Education &amp; Non profit",
3428,Falcons,,product,external,0,59,,"Wordpress Themes>Corporate",
3430,Thrive,,product,external,0,67,,"Wordpress Themes>Multipurpose",Dunhakdis
3433,NRGNetwork,,product,external,0,59,,"Wordpress Themes>Corporate",
3435,Geeklove,,product,external,0,44,,"Wordpress Themes>Food, Lifestyle &amp; Health",
3439,Aimer,,product,external,0,48,,"Wordpress Themes>Food, Lifestyle &amp; Health",3jon
3441,Crown,,product,external,0,60,,"Wordpress Themes>Creative",
3443,MediCenter,,product,external,0,59,,"Wordpress Themes>Food, Lifestyle &amp; Health",
3445,MaxHost,,product,external,0,38,,"Wordpress Themes>Creative",
3447,MedicalPress,,product,external,0,49,,"Wordpress Themes>Food, Lifestyle &amp; Health",
3451,"Spa Lab",,product,external,0,59,,"Wordpress Themes>Food, Lifestyle &amp; Health",
3453,"Tour Package",,product,external,0,54,,"Wordpress Themes>Business Themes",
3455,Traveler,,product,external,0,79,,"Wordpress Themes>Business Themes",
3457,Travelo,,product,external,0,35,,"Wordpress Themes>Entertainment",
3459,"Trendy Travel",,product,external,0,59,,"Wordpress Themes>Business Themes",
3461,"Nation Hotel",,product,external,0,49,,"Wordpress Themes>Food, Lifestyle &amp; Health",
3465,Bellevue,,product,external,0,59,,"Wordpress Themes>Corporate",
3580,Avada,,product,external,0,60,,"Wordpress Themes>Creative",ThemeFusion
3583,"Yoast SEO",,product,external,0,89,,"Wordpress Plugins>SEO Plugin","Yoast BV"
6206,Cloudflare,,product,external,0,20,,CDN,
6255,cPanel,,product,external,0,20,,"Web Panels",
6408,BunnyCDN,,product,external,0,10,,CDN,
6419,SiteGround,,product,external,0,14.99,6.99,Hosting,
6427,Bluehost,,product,external,0,2.97,,Hosting,
6488,Plesk,,product,external,0,9.17,8.25,"Web Panels",
6537,Plutio,,product,external,0,15,,"SaaS>Project Management",
6622,CiuisCRM,,product,external,0,45,,"PHP Scripts",SuiseSoft
6645,Mailchimp,,product,external,0,9.99,,Marketing,Mailchimp
6938,SendGrid,,product,external,0,14.95,,Marketing,SendGrid
8302,Hestia,,product,external,0,69,,"Wordpress Themes>Multipurpose",Themeisle
8314,OceanWP,8314,product,external,0,39,,"Wordpress Themes>Multipurpose",OceanWp
8336,ShopIsle,,product,external,0,52,,"Wordpress Themes>e-commerce",Themeisle
8340,BetterDocs,,product,external,0,39,,"Wordpress Plugins>Documentation","WP developer"
8345,Generatepress,,product,external,0,59,44,"Wordpress Themes>Blog / Magazine|Wordpress Themes>Corporate|Wordpress Themes>e-commerce|Wordpress Themes>Multipurpose",Generatepress
8371,Neve,,product,external,0,82,,"Wordpress Themes>Blog / Magazine|Wordpress Themes>Corporate|Wordpress Themes>e-commerce|Wordpress Themes>Multipurpose",Themeisle
8379,"Zelle (Zerif)",,product,external,0,86,,"Wordpress Themes>Blog / Magazine|Wordpress Themes>Corporate|Wordpress Themes>e-commerce|Wordpress Themes>Multipurpose",Themeisle
8393,Flexia,,product,external,0,49,,"Wordpress Themes>Creative|Wordpress Themes>e-commerce|Wordpress Themes>Multipurpose",Codetic
8405,Kadence,,product,external,0,69,56,"Wordpress Themes>Multipurpose",
8509,Imagely,,product,external,0,29,,"Wordpress Themes>Creative",Imagely
9234,Brizy,,product,external,0,49,,"Wordpress Themes>Page Builder",Brizy
9530,SEOPress,,product,external,0,39,,"Wordpress Plugins>SEO Plugin","SEO Press"
9862,"Elementor Pro",,product,external,0,49,,"Wordpress Plugins>Page Builder","Elementor Ltd"
9880,LearnDash,,product,external,0,159,,"Wordpress Plugins>LMS",LearnDash
9895,"Caldera Forms",,product,external,0,49,,"Wordpress Plugins>Forms &amp; Popups","Caldera Labs"
9904,StackSocial,,product,external,0,,,"Deals Platform",StackCommerce
9911,AppSumo,,product,external,0,,,"Deals Platform",Appsumo
9936,Shortpixel,,product,external,0,4.99,,"Wordpress Plugins",ShortPixel
9944,"Saastronaut Life",,product,external,0,,,"FB Groups",
9948,"SaaS Master",,product,external,0,,,"FB Groups",SaasMaster
10007,"WP Fluent Forms",,product,external,0,59,,"Wordpress Plugins>Forms &amp; Popups",WpManageNinja
10059,Ora,,product,external,0,6.00,4.33,"SaaS>Project Management",
10060,Glorify,,product,external,0,12.99,,"SaaS>Design &amp; Collaboration",
10061,Trello,,product,external,0,9.99,,"SaaS>Project Management",
10062,Crello,,product,external,0,9.99,,"SaaS>Design &amp; Collaboration",
10082,"WP Security Ninja",,product,external,0,7.99,,"Wordpress Plugins>Security Plugin","WP Security Ninja"
10114,"All-in-One WP Migration",,product,external,0,69,,"Wordpress Plugins>Security Plugin",ServMask
10216,SpinRewriter,,product,external,0,47,,"SaaS>Content creation","Infinect LLC"
10260,TexAu,,product,external,0,12.99,,"SaaS>Business Tools",TexAu
10281,Amelia,,product,external,0,59,,"Wordpress Plugins>Calendar",TMS
10284,"Advanced Custom Fields",,product,external,0,49,,"Wordpress Plugins>Miscellaneous",ACF
10333,Analytify,,product,external,0,39,,"Wordpress Plugins>Miscellaneous","WP Brigade"
10402,RelayThat,,product,external,0,25,,"SaaS>Design &amp; Collaboration",RelayThat
10638,Bridge,,product,external,0,59,,"Wordpress Themes>Multipurpose","Qode Interactive"
10797,Shopify,,product,external,0,25,,eCommerce,Shopify
10962,MarTech,,product,external,0,,,"FB Groups","MarTech Wise"
11028,Digitalthink,,product,external,0,,,"FB Groups","Digital think"
11031,Pitchground,,product,external,0,,,"FB Groups",
11133,Magento,,product,external,0,,,eCommerce,
11198,WordPress,,product,external,0,0.00,,"Content Management Systems",
11413,"User Back",,product,external,0,8,,"SaaS>Business Tools",RelayThat
11527,"7 Zip",,product,external,0,,,"Apps &amp; Utilities",
11620,Drupal,,product,external,0,0.00,,"Content Management Systems",
11694,"WP Reset",,product,external,0,4.99,,"Wordpress Plugins",
11772,WebARX,,product,external,0,14.99,,Security,WebARX
13015,Grammarly,,product,external,0,11.66,,Content,
13338,TortoiseGit,,product,external,0,,,"Apps &amp; Utilities",
13461,ArticleForge,,product,external,0,57,,Content,
13549,Virusdie,,product,external,0,15,,Security,
13634,"SaaS Mantra",,product,external,0,,,"FB Groups",
13698,Loginpress,,product,external,0,39,,"Wordpress Plugins>Forms &amp; Popups",Appsumo
14060,Sucuri,,product,external,0,9.99,,Security,
14377,Boei,,product,external,0,10,,"Wordpress Plugins>Forms &amp; Popups",Appsumo
14737,"All In One WordPress Security and Firewall Plugin",,product,external,0,0,,"Security|Wordpress Plugins>Security Plugin",
14747,Kalium,,product,external,0,59,,"Wordpress Themes>Blog / Magazine|Wordpress Themes>Corporate|Wordpress Plugins>E-commerce|Wordpress Themes>e-commerce|eCommerce|Wordpress Themes>Food, Lifestyle &amp; Health|Wordpress Themes>Multipurpose|Wordpress Themes>Page Builder",Themeisle
14915,Meld,,product,external,0,0,,"Apps &amp; Utilities",
15511,Soledad,,product,external,0,59,,"Wordpress Themes>Blog / Magazine|Wordpress Themes>Corporate|Wordpress Themes>e-commerce|Wordpress Plugins>E-commerce|eCommerce|Wordpress Themes>Food, Lifestyle &amp; Health|Wordpress Themes>Multipurpose|Wordpress Themes>Page Builder",
15653,LiveWebinar,,product,external,0,11.99,,SaaS>Communication,RelayThat
15862,"Essential Addons for Elementor",,product,external,0,39.97,,"Wordpress Plugins>Page Builder","WP developer"
16794,Cartflows,,product,external,0,299,239,"Wordpress Plugins>E-commerce",
16916,"WP Engine",,product,external,0,25,,"CDN|Hosting|Wordpress Themes>Page Builder|Wordpress Plugins",
17751,Kinsta,,product,external,0,30,,Hosting,
17798,"Backup Guard",,product,external,0,25,,"Security|Wordpress Plugins>Security Plugin",
18134,Mailpoet,,product,external,0,18,,"Wordpress Plugins>Forms &amp; Popups|Wordpress Plugins>Miscellaneous",
18166,Hostinger,,product,external,0,1.39,,"CDN|Hosting|Wordpress Themes>Page Builder|Wordpress Plugins",
18413,Weje,,product,external,0,4,,SaaS>Communication,RelayThat
18590,Autoptimize,,product,external,0,0,,"Wordpress Plugins>Security Plugin|Wordpress Plugins>Wordpress Optimization",
19614,"WPvivid Backup",,product,external,0,69,,"Backup &amp; Restore|Wordpress Plugins>Security Plugin",
20584,Quillbot,,product,external,0,4,,"SaaS>Content creation",Quillbot
21191,Crove.app,,product,external,0,9,,"SaaS>Business Tools",Crove.app
21211,Chugzi,,product,external,0,97,,"SaaS>Content creation",Chugzi™
21454,WPSmartPay,,product,external,0,99,,"Wordpress Themes>e-commerce|Wordpress Plugins",WPSmartPay
21491,Usetiful,,product,external,0,29,,"Content|Product Management|SaaS",Usetiful
21673,RemasterMedia,,product,external,0,6.50,,"SaaS>Application and Data|Content|Media tool",RemasterMedia
21689,Biteplay,,product,external,0,99,,"Advertisement management|Content|Video",Biteplay
21763,GummySearch,,product,external,0,15.75,,"SaaS>Marketing and Sales|Research tool",GummySearch
22024,ContentBot,,product,external,0,29,,"SaaS>Content creation",ContentBot
22130,TrueRanker,,product,external,0,6.99,,Content|Productivity|SEO,TrueRanker
22168,Trust,,product,external,0,19,,"Video|Wordpress Plugins>Forms &amp; Popups|Marketing|Product Management",Trust
22217,NeuronWriter,,product,external,0,19,,"Content Management Systems|SaaS>Business Tools|SEO",NeuronWriter
22248,Vepaar,,product,external,0,5,,"SaaS>Marketing and Sales|eCommerce|Social Media",Vepaar
22264,Scalenut,,product,external,0,29,,"SaaS>Business Tools|Content|SEO",Scalenut
22281,Prelo,,product,external,0,23,,"SaaS>Marketing and Sales|SaaS>Business Tools|Lead Management",Prelo
22320,"Xpro Addons for Elementor",,product,external,0,37,,"Wordpress|SaaS>Business Tools|Web Designing|Web Development","Xpro Elementor Addons"
22336,SheerSEO,,product,external,0,10,,"SEO|Automation|Web Development",SheerSEO
22376,Wordplay ,,product,external,0,59,,"Content Management Systems|SaaS>Business Tools|SEO",Wordplay
22406,WooLentor,,product,external,0,39,,"Wordpress Themes>e-commerce|Wordpress Plugins>Page Builder|Web Designing",WooLentor
22432,"Microsoft Power Automate",,product,external,0,15,,"SaaS>Business Tools|Automation|Productivity","Microsoft Power Automate"
