ID,Title,Sku,"Post Type","Product Type","Parent Product ID","Regular Price","Sale Price","Product categories",Brand,rank_math_seo_score,Permalink,Date,"External Product URL","Button Text","Product Account Type","Product Active Installations","Product Activity log","Product Addon Modules","Product Addons","Product Affiliate Payouts","Product Affiliate Program","Product Affiliate / Referer","Product Affiliate/ Referer system","Product Alexa Ranking","Product Analytics","Product Anti DDos","Product Anti-malware","Product Anti-Phishing","Product Apex","Product Pre Approval of post from members","Product Apps Installation","Product Appsfomo Ratings","Product Author","Product Backup management","Product Bandwidth monitoring","Product Blacklist monitoring","Product Cache Control","Product CDN","Product Cloud Backups","Product Company Name","Product Compatible with","Product Competitor","Product Computing","Product Content Generation","Product Content Modification","Product Control panel","Product Corn Jobs","Product Corporate Registered Country","Product Country","Product Created in","Product Cross-platform hosting","Product Daily Backups","Product Database Management","Product Deal Submission","Product Dedicated hosting","Product Demo Templates","Product Design and Themes","Product Disk Space","Product DNS","Product DNS Management","Product Documentation","Product Documentation and Changelog","Product Dynamic Content delivery","Product E-commerce Hosting","Product E-commerce Relevant","Product eCommerce Support","Product Ease of use","Product Email accounts","Product Email Management","Product Email Storage","Product Encrypted storage","Product End-user Portal Features","Product File Access","Product File manager","Product Firewall","Product Firewall Management","Product Founder","Product Founder/CEO","Product Framework","Product Free Backups","Product Free Domain","Product Free Giveaway","Product Free Giveaways","Product Free Trail","Product Free Version","Product Freebies","Product FTP Management","Product FTP, SFTP and SSH","Product Grammar checker","Product Group Rules","Product Hosting Companies","Product Hotlink Protection","Product HTTP/2","Product Ideal for","Product Image optimization","Product Initial Release","Product Instant Setup","Product Integrations","Product IP denials","Product IPv6","Product Key Features","Product Large file delivery","Product Last Updated","Product Launch","Product Licensing","Product Licensing Type","Product Lifetime Deal Offered","Product Live Seminar Hosting","Product Live Video","Product Log Files","Product LTD Platform","Product Main Admin","Product Malicious Protection","Product Managing user accounts","Product Marketing Tools","Product Marketplace","Product Migration","Product Mobile app","Product Mobile Responsive","Product Money-Back Guarantee","Product Monthly Page views","Product Monthly Revenue (Approx.)","Product Multi lang support","Product Multitask support","Product Network Attack Protection","Product Niche","Product Number of admins","Product Offers range","Product One click demo","Product Origin Pull","Product Origin Shield","Product Other products","Product Other Sub Groups","Product Page Builder","Product Page load time","Product Parked Domain","Product Password protected","Product Payment Gateways","Product Payment Options","Product Performance Impact","Product Performance optimization","Product Performance Tracking","Product PHP compatibility","Product PHP version","Product Plagiarism checker","Product Platform","Product Plugin Extensions","Product Plugins and Integrations","Product Plugins included","Product Price","Product Price Tier","Product Pricing options","Product Pricing plan","Product Privacy","Product Private CDN","Product Purge","Product Push/Upload","Product Ransomware protection","Product Ratings","Product Refund Criteria","Product Refund Policies","Product Region","Product Registered Company","Product Release date","Product Review Date","Product Reviews","Product Sales Features","Product Security","Product SEO","Product server location","Product Server monitoring","Product Services included","Product Shared Hosting","Product Site Usage","Product Small file delivery","Product Social Media Presence","Product Social Media Presence","Product Spam protection","Product Spinning","Product SSH access","Product SSL and HTTP/2","Product SSL management","Product SSL monitoring","Product Staging Site","Product Storage Limit","Product Sub domain","Product Subscription Type","Product Support","Product Support Duration","Product Support System","Product Support type","Product Supported Device","Product Supported Page Builders","Product Sync Options","Product System impact","Product Team Size","Product Technical Support","Product Tested upto","Product Token Authentication","Product Total Members","Product Type","Product UI & UX Score","Product Unique Theme Features","Product Updates","Product Upgrade Option","Product Uptime","Product Usage Restrictions","Product User limit","Product Version","Product Video on demand","Product Virtualization","Product VPN hosting","Product VPS","Product Vulnerability Protection","Product Web Application Firewall","Product Website Builder","Product Website Launch Date","Product Website Migration","Product Website monitoring","Product Website Protection from","Product Website Worth (Aprox.)","Product Wordpress Compatibility","Product Wordpress integration","Product Wordpress Version"
2982,SEMrush,,product,external,0,99,,"Wordpress Plugins>SEO Plugin",,12,https://appsfomo.com/reviews/semrush/,2020-07-06,https://www.semrush.com/,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2986,"Slider Revolution",,product,external,0,25,,"Wordpress Plugins>Carousel &amp; Gallery",,12,https://appsfomo.com/reviews/slider-revolution/,2020-07-05,https://1.envato.market/Eaye1X,"Buy Now",,"410,460",,,20+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,"Krisztian Horvath",,,,,,,,,,,,,,,,,,,,,,,,,"1 Week ago",,,GPL,,,,,,,,,,Codecanyon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Default,,,,,"Annual subscription|Lifetime updates",,,,,,,,,,,,,Default,,,,,,,,,"Single site",,,,,,,,,,,,,,,"12 months","FAQ|Support tickets",,,,,,4,,,,,Sliders,,,,,,,,,,,,,,,,,,,,,Latest,,
2993,"Ithemes Security Pro",,product,external,0,80,,"Wordpress Plugins>Security Plugin",,13,https://appsfomo.com/reviews/ithemes-security-pro/,2020-07-01,https://ithemes.com/security/,"Buy Now",,1M,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,"Cory Miller",,,,,,,,,,,,,,,,,,,,,,,,,"1 month ago",,,GPL,,,,,,,,,,"Own Site",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,"Annual subscription",,,,,,,,,,,,,,,,,,,,,,"Unlimited for Gold, 10 sites for Small business, 1 site for Blog",,,,,,,,,,,,,,,"12 months","Support tickets",,,,,,4,,,,,Security,,,,,,,,,,,,,,,,,,,,,Latest,,
3001,Wordfence,,product,external,0,8.25,,"Wordpress Plugins>Security Plugin",,9,https://appsfomo.com/reviews/wordfence/,2020-07-02,https://de.wordpress.org/plugins/wordfence/,"Buy Now",,"3M +",,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced,,,,,,,,,,,"Mark Maunder",,,,,,,,,,,,,,,,,,,,,,,,,"1 month ago",,,GPL,,,,,,,,,,"Own Site",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Main WP dashboard",,,,,"Monthly payment",,,,,,,,,,,,,Default,,,,,,,,,"Single site",,,,,,,,,,,,,,,Monthly,"Support tickets|Video Tutoriols",,,,,,35,,,,,Security,,,,,,,,,,,,,,,,,,,,,Latest,,
3067,Akismet,,product,external,0,8.33,,"Wordpress Plugins>Security Plugin",,12,https://appsfomo.com/reviews/akismet/,2020-07-20,https://akismet.com/,"Buy Now",,"5+ million",,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,"Matt Mullenweg",,,,,,,,,,,,,,,,,,,,,,,,,"2 Months ago",,,GPL,,,,,,,,,,"Own Site",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,"Monthly payment",,,,,,,,,,,,,13-10-2020,,,,,,,,,"Single site|Unlimited",,,,,,,,,,,,,,,"6 months",Forum,,,,,,1273,,,,,"Anti spam",,,,,,,,,,,,,,,,,,,,,Latest,,
3069,WPML,,product,external,0,29,,"Wordpress Plugins>Social Network &amp; Translation",,12,https://appsfomo.com/reviews/wpml/,2020-07-22,https://wpml.org/,"Buy Now",,1000,,,"2 Addons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,"Amir Helzer",,,,,,,,,,,,,,,,,,,,,,,,,"1 month ago",,,GPL,,,,,,,,,,"Own Site",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,"Annual subscription",,,,,,,,,,,,,28-10-2020,,,,,,,,,"3 Sites|Single site|Unlimited",,,,,,,,,,,,,,,"12 months",Forum,,,,,,93+,,,,,Translation,,,,,,,,,,,,,,,,,,,,,Latest,,
3083,"WP Rocket",,product,external,0,39,,"Wordpress Plugins>Caching Plugin",,12,https://appsfomo.com/reviews/wp-rocket/,2020-07-15,https://wp-rocket.me/,"Buy Now",,100000,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,"Jonathan Buttigieg",,,,,,,,,,,,,,,,,,,,,,,,,,,,GPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,"Annual subscription",,,,,,,,,,,,,,,,,,,,,,"3 Sites|Single site|Unlimited",,,,,,,,,,,,,,,"12 months","Support tickets",,,,,,9,,,,,"Performance &amp; Optimization",,,,,,,,,,,,,,,,,,,,,Latest,,
3085,"Anti-spam Pro",,product,external,0,26,,"Wordpress Plugins>Security Plugin",,8,https://appsfomo.com/reviews/anti-spam-pro/,2020-07-31,https://codecanyon.net/item/antispam-pro/6491169?ref=webvitalii,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3087,"W3 Total Cache",,product,external,0,99,,"Wordpress Plugins>Caching Plugin",,11,https://appsfomo.com/reviews/w3-total-cache/,2020-07-25,https://www.w3-edge.com/products/w3-total-cache,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3089,"WP Fastest Cache",,product,external,0,49.99,,"Wordpress Plugins>Caching Plugin",,12,https://appsfomo.com/reviews/wp-fastest-cache/,2020-07-22,https://www.wpfastestcache.com/,"Buy Now",,"2+ M",,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,"Matt Mullenweg",,,,,,,,,,,,,,,,,,,,,,,,,"2 Weeks Ago",,,GPL,,,,,,,,,,"Own Site",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,Free,,,,,,,,,,,,,Default,,,,,,,,,"Single site",,,,,,,,,,,,,,,"Life time",Forum,,,,,,100+,,,,,Caching,,,,,,,,,,,,,,,,,,,,,Latest,,
3103,"WP Cerber",,product,external,0,99,,"Wordpress Plugins>Security Plugin",,15,https://appsfomo.com/reviews/wp-cerber/,2020-07-10,https://wpcerber.com/,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3111,Woof,,product,external,0,39,19,"Wordpress Plugins>E-commerce",,11,https://appsfomo.com/reviews/woof/,2020-07-16,https://codecanyon.net/item/woof-woocommerce-products-filter/11498469?s_rank=224,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3119,"Hide My WP",,product,external,0,24,,"Wordpress Plugins>Security Plugin",,,https://appsfomo.com/reviews/hide-my-wp/,2020-07-27,https://codecanyon.net/item/hide-my-wp-amazing-security-plugin-for-wordpress/4177158,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3163,Scrapes,,product,external,0,12,,"Wordpress Plugins>Miscellaneous",,,https://appsfomo.com/reviews/scrapes/,2020-07-03,https://codecanyon.net/item/scrapes-web-scraper-plugin-for-wordpress/18918857?ref=Interstellar,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,"Ajax Search Pro",,product,external,0,29,,"Wordpress Plugins>Miscellaneous",,,https://appsfomo.com/reviews/ajax-search-pro/,2020-07-31,https://codecanyon.net/item/ajax-search-pro-for-wordpress-live-search-plugin/3357410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3177,"WP Data Tables",,product,external,0,299,,"Wordpress Plugins>Page Builder",,12,https://appsfomo.com/reviews/wp-data-tables/,2020-07-25,https://1.envato.market/RyOdJa,"Buy Now",,21419,,,None,,,,,,,,,,,,,,tms-plugins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,"Alexander Gilmanov",,,,,,,,,,,,,,,,,,,,,,,,,"1 day ago",,,GPL,,,,,,,,,,"Codecanyon|Own Site",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,"One-time payment",,,,,,,,,,,,,13-11-2020,,,,,,,,,"3 Sites|Single site|Unlimited",,,,,,,,,,,,,,,"6 months","Forum|Live chat|Support tickets",,,,,,10+,,,,,Design,,,,,,,,,,,,,,,,,,,,,Latest,,
3183,"Content Egg",,product,external,0,68,,"Wordpress Plugins>Affiliate",WPsoul,13,https://appsfomo.com/reviews/content-egg/,2020-08-02,https://1.envato.market/4ern6M,"Buy Now",,2693,,,None,,,,,,,,,,,,,,Wpsoul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,wpsoul,,,,,,,,,,,,,,,,,,,,,,,,,"5 Months ago",,,GPL,,,,,,,,,,Codecanyon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,"One-time payment",,,,,,,,,,,,,13-10-2020,,,,,,,,,"Single site",,,,,,,,,,,,,,,"6 months","Help Center",,,,,,1,,,,,"Content Creator",,,,,,,,,,,,,,,,,,,,,Latest,,
3195,"WordPress Real Media Library",,product,external,0,24,,"Wordpress Plugins>Miscellaneous",,61,https://appsfomo.com/reviews/wordpress-real-media-library/,2020-08-01,https://codecanyon.net/item/wordpress-real-media-library-media-categories-folders/13155134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
